% function evaluation | noise-free fitness - Fopt (7.948000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
45661 +1.547547868e-08 +1.547547868e-08 +7.948000002e+01 +7.948000002e+01 +2.5280e-01 -1.1568e+00 -7.2405e-01 +1.9264e+00 -2.6808e+00 +4.3924e-01 -1.1676e-01 +1.2001e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6401e-02 +3.6472e+00 +2.9088e+00 -1.2483e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
46250 +1.454785092e-08 +1.454785092e-08 +7.948000001e+01 +7.948000001e+01 +2.5285e-01 -1.1568e+00 -7.2400e-01 +1.9264e+00 -2.6808e+00 +4.3921e-01 -1.1677e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6390e-02 +3.6472e+00 +2.9088e+00 -1.2483e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
46384 +1.219109436e-08 +1.219109436e-08 +7.948000001e+01 +7.948000001e+01 +2.5275e-01 -1.1568e+00 -7.2397e-01 +1.9264e+00 -2.6808e+00 +4.3922e-01 -1.1682e-01 +1.2001e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6372e-02 +3.6472e+00 +2.9088e+00 -1.2485e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
46573 +9.385630051e-09 +9.385630051e-09 +7.948000001e+01 +7.948000001e+01 +2.5278e-01 -1.1568e+00 -7.2398e-01 +1.9264e+00 -2.6808e+00 +4.3921e-01 -1.1681e-01 +1.2000e-01 -1.6377e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6396e-02 +3.6472e+00 +2.9088e+00 -1.2481e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
83660 +0.000000000e+00 +0.000000000e+00 +7.948000000e+01 +7.948000000e+01 +2.5280e-01 -1.1568e+00 -7.2400e-01 +1.9264e+00 -2.6808e+00 +4.3920e-01 -1.1680e-01 +1.2000e-01 -1.6376e+00 -3.0512e+00 -3.8536e+00 +2.0160e+00 +1.0864e+00 -8.6400e-02 +3.6472e+00 +2.9088e+00 -1.2480e-01 -3.9280e+00 +2.3624e+00 +1.3584e+00
% function evaluation | noise-free fitness - Fopt (3.944800000000e+02) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.466628819e+02 +1.466628819e+02 +5.411428819e+02 +5.411428819e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
11 +1.300715022e+02 +1.300715022e+02 +5.245515022e+02 +5.245515022e+02 +3.9494e-01 -7.0155e-01 -8.7737e-01 +1.0430e+00 -3.8833e-01 +1.0829e+00 +1.5381e+00 -1.5652e-01 -9.0374e-01 +6.5090e-01 +3.3317e-01 +7.1486e-01 +5.7460e-01 +1.5689e-01 -9.7606e-01 +1.0883e+00 +1.2450e+00 +1.7684e-01 -4.2720e-01 +1.6757e-01
25 +1.185040675e+02 +1.185040675e+02 +5.129840675e+02 +5.129840675e+02 -6.0752e-01 -1.7248e+00 +3.0121e-01 +8.5055e-01 +2.8549e+00 -6.0002e-01 +1.2073e+00 +8.7824e-01 +7.8214e-01 +1.8994e-02 +1.0180e-01 +1.9920e+00 +1.0680e+00 +1.7515e+00 +1.2603e+00 +6.6291e-01 -3.7855e-01 -1.8689e+00 +6.3072e-01 +4.0151e-01
37 +8.608554574e+01 +8.608554574e+01 +4.805655457e+02 +4.805655457e+02 -3.3958e+00 -3.7341e+00 +1.0866e+00 +8.4328e-01 +2.2696e+00 -6.3535e-01 +1.4399e+00 -4.8567e-01 +1.4583e-01 -4.6620e-01 +7.1192e-01 +2.7061e+00 +2.2923e+00 +3.8794e+00 -1.4798e+00 +1.0047e+00 +3.2681e-01 -2.5387e+00 +7.1091e-01 -5.9874e-01
43 +6.773197087e+01 +6.773197087e+01 +4.622119709e+02 +4.622119709e+02 -5.1505e+00 -5.0894e+00 -1.5759e+00 +3.1492e+00 +4.5471e-01 -1.5610e+00 +3.4587e+00 +1.5524e-01 -9.8108e-01 -9.6003e-01 -1.4855e+00 +1.4371e+00 +2.4903e+00 +3.4234e+00 -4.7837e+00 +1.5657e+00 +4.4551e-01 -2.7100e+00 +1.0748e+00 -2.7541e+00
53 +6.669485507e+01 +6.669485507e+01 +4.611748551e+02 +4.611748551e+02 -4.2634e+00 -4.2567e+00 -2.2825e+00 +2.5548e+00 -7.3557e-01 -1.0080e+00 +4.0512e+00 -5.3887e-01 +4.5012e-01 -8.0907e-01 -2.4103e-01 +1.1950e+00 +1.7812e+00 +1.8543e+00 -4.2752e+00 +2.0582e+00 +8.5746e-01 -1.8000e+00 -9.7717e-02 -3.1930e+00
55 +6.285285488e+01 +6.285285488e+01 +4.573328549e+02 +4.573328549e+02 -5.2746e+00 -4.9174e+00 -1.2692e+00 +3.5955e+00 -2.4457e-01 -1.9183e+00 +3.3593e+00 +1.9708e+00 +2.5183e+00 -2.2385e+00 +4.0380e-01 +1.0598e+00 +2.3062e+00 +3.2437e+00 -4.4845e+00 +1.0293e+00 -1.0104e+00 -3.7897e+00 +2.3041e+00 -1.2221e+00
59 +5.555340476e+01 +5.555340476e+01 +4.500334048e+02 +4.500334048e+02 -5.2304e+00 -5.5755e+00 -1.5350e+00 +4.0570e+00 -1.0785e+00 -1.7023e+00 +3.4679e+00 +7.8916e-01 -6.7788e-01 -1.5961e+00 -8.7187e-01 +1.3176e+00 +1.6712e+00 +3.7255e+00 -5.4335e+00 +1.3342e+00 -4.9784e-01 -1.7914e+00 +2.0208e+00 -1.3737e+00
61 +5.105668151e+01 +5.105668151e+01 +4.455366815e+02 +4.455366815e+02 -2.4764e+00 -4.1470e+00 -5.6105e-01 +2.3024e+00 +4.7749e-01 -2.8408e+00 +2.5821e+00 -8.5762e-01 -7.9465e-01 -8.4082e-01 -3.6608e-01 +2.1713e+00 +1.6836e+00 +3.7020e+00 -3.8696e+00 +2.7808e+00 +2.7293e-01 -3.7231e+00 -1.4037e-01 -5.7453e-01
74 +3.987769463e+01 +3.987769463e+01 +4.343576946e+02 +4.343576946e+02 -4.5738e+00 -3.4867e+00 -1.5680e+00 +3.5059e+00 +1.2645e+00 -3.7798e+00 +5.1741e+00 -8.8563e-01 -3.4201e+00 -2.8727e+00 -1.0807e+00 +1.8402e+00 +1.3323e+00 +2.5297e+00 -5.8972e+00 +3.1676e+00 -1.8509e+00 -1.8193e+00 -1.7257e+00 -4.0962e-01
90 +3.449310174e+01 +3.449310174e+01 +4.289731017e+02 +4.289731017e+02 -4.4372e+00 -3.4005e+00 -2.3015e+00 +1.6220e+00 +1.6205e+00 -2.7888e+00 +3.8981e+00 -6.3903e-01 -7.1064e-01 -2.4858e+00 -4.8099e-01 +2.8150e+00 +6.3383e-01 +1.9564e+00 -4.6746e+00 +2.7242e+00 -9.4142e-01 -1.1219e+00 -2.0007e+00 -3.5735e-01
332 +3.032133749e+01 +3.032133749e+01 +4.248013375e+02 +4.248013375e+02 -4.4129e+00 -2.7873e+00 -3.6095e+00 +4.7455e+00 -1.4990e+00 -1.9191e+00 +1.6991e+00 +2.2177e-01 +2.2425e+00 -4.1378e+00 +1.7903e+00 +3.3546e+00 +4.9569e-01 +4.5340e+00 -3.2439e+00 +3.3234e+00 -3.4070e+00 -2.3489e+00 +1.1273e+00 +1.8690e+00
393 +2.292400528e+01 +2.292400528e+01 +4.174040053e+02 +4.174040053e+02 -3.5103e+00 -2.8676e+00 -2.8841e+00 +4.5333e+00 +1.5942e+00 -1.4206e+00 +1.9025e+00 -5.9258e-01 -1.8282e-01 -3.4159e+00 +1.8451e+00 +3.2905e+00 +8.4760e-01 +4.4334e+00 -2.3843e+00 +4.1470e+00 -2.9579e+00 -2.2432e+00 +1.8194e+00 +3.1921e+00
631 +2.007933540e+01 +2.007933540e+01 +4.145593354e+02 +4.145593354e+02 -4.9668e+00 -4.0462e+00 -1.9885e+00 +4.5034e+00 +2.3739e+00 -2.0719e+00 +2.3842e+00 -1.5972e+00 -5.1695e-01 -3.2234e+00 +1.7119e+00 +2.5355e+00 +1.7762e+00 +3.5223e+00 -1.4713e+00 +3.1657e+00 -2.1459e+00 -2.0560e+00 +3.7007e-01 +1.5871e+00
677 +1.720896237e+01 +1.720896237e+01 +4.116889624e+02 +4.116889624e+02 -2.7646e+00 -3.1913e+00 -3.9391e+00 +2.6610e+00 +7.3440e-01 -3.8586e+00 +3.1836e+00 -1.1874e+00 -1.4875e+00 -5.1548e+00 +3.9937e-01 +2.7994e+00 +1.9835e+00 +3.5115e+00 -4.1652e+00 +4.3149e+00 -3.2662e+00 -2.5084e+00 +1.5019e+00 +6.5251e-01
683 +1.581745677e+01 +1.581745677e+01 +4.102974568e+02 +4.102974568e+02 -1.7170e+00 -2.8457e+00 -3.8175e+00 +2.2208e+00 +1.5040e+00 -2.9142e+00 +3.0397e+00 -6.3814e-01 -1.0971e+00 -5.3707e+00 +1.1518e+00 +2.0103e+00 +2.3630e+00 +2.8051e+00 -4.1912e+00 +3.4168e+00 -2.8527e+00 -2.1026e+00 +1.0355e+00 +1.9970e+00
967 +1.474746928e+01 +1.474746928e+01 +4.092274693e+02 +4.092274693e+02 -2.6168e+00 -3.1976e+00 -4.6243e+00 +3.8939e+00 +2.4660e+00 -2.9281e+00 +3.5563e+00 -3.5497e-01 -1.7784e+00 -5.1355e+00 +1.5813e+00 +1.4284e+00 +1.3052e+00 +1.4199e+00 -3.8630e+00 +3.0406e+00 -3.4541e+00 -1.6965e+00 +7.3253e-01 +6.6694e-01
1023 +1.177049105e+01 +1.177049105e+01 +4.062504910e+02 +4.062504910e+02 -3.1171e+00 -2.7861e+00 -3.4097e+00 +3.6743e+00 +9.0390e-02 -2.9942e+00 +2.6910e+00 -1.0697e+00 +1.1774e-01 -3.6904e+00 -4.0626e-01 +9.8525e-01 +1.0737e+00 +2.5651e+00 -3.8126e+00 +2.5102e+00 -3.4629e+00 -5.2125e-01 +1.9022e-01 +1.6225e+00
1188 +8.710783210e+00 +8.710783210e+00 +4.031907832e+02 +4.031907832e+02 -4.0680e+00 -3.3206e+00 -3.6649e+00 +3.4026e+00 +6.7004e-01 -3.1743e+00 +4.4949e+00 +7.1530e-01 -1.1736e+00 -3.7596e+00 +2.5455e+00 +1.5642e+00 +1.0641e+00 +3.1135e+00 -3.1029e+00 +4.1403e+00 -2.6706e+00 -2.7494e+00 +3.2414e-01 +1.7024e+00
1657 +8.131282097e+00 +8.131282097e+00 +4.026112821e+02 +4.026112821e+02 -3.2205e+00 -3.9060e+00 -3.3146e+00 +4.6035e+00 +1.7492e+00 -2.4444e+00 +2.8956e+00 -5.4361e-01 -1.3863e+00 -3.8949e+00 +1.2358e+00 +1.9368e+00 +6.0944e-01 +3.5356e+00 -4.3201e+00 +3.3904e+00 -2.8091e+00 -2.3656e+00 -4.7498e-01 +4.3415e-01
2447 +7.723623853e+00 +7.723623853e+00 +4.022036239e+02 +4.022036239e+02 -4.1465e+00 -3.8425e+00 -3.4610e+00 +3.6686e+00 +1.6533e+00 -3.3905e+00 +1.8975e+00 -1.6730e+00 -5.3227e-01 -3.4941e+00 +2.2280e+00 +1.6121e+00 +1.7755e+00 +4.0281e+00 -3.8246e+00 +2.8768e+00 -2.1093e+00 -1.3775e+00 -5.8109e-01 +5.2978e-01
3023 +6.321716167e+00 +6.321716167e+00 +4.008017162e+02 +4.008017162e+02 -3.4320e+00 -2.0958e+00 -2.9609e+00 +3.1375e+00 +1.2124e+00 -3.3670e+00 +3.5346e+00 -8.0970e-01 -2.3465e-01 -4.1252e+00 +1.8342e+00 +1.8092e+00 +1.4087e+00 +3.1032e+00 -3.6395e+00 +2.6316e+00 -2.2452e+00 -1.2038e+00 -1.2232e+00 +9.9547e-01
3196 +6.296788633e+00 +6.296788633e+00 +4.007767886e+02 +4.007767886e+02 -3.8661e+00 -3.1921e+00 -4.1482e+00 +3.1576e+00 +6.5170e-01 -2.1652e+00 +3.6572e+00 +3.0061e-01 -1.3465e-02 -3.5964e+00 +5.4197e-01 +8.1303e-01 +1.6470e+00 +3.5000e+00 -3.7010e+00 +2.8946e+00 -2.3869e+00 -1.7010e+00 +5.4482e-02 +2.1601e+00
3215 +6.026307868e+00 +6.026307868e+00 +4.005063079e+02 +4.005063079e+02 -3.5374e+00 -4.1538e+00 -4.0403e+00 +4.2221e+00 +1.2381e+00 -1.8700e+00 +3.6296e+00 -1.9927e-01 -6.9309e-01 -3.3203e+00 +9.9456e-01 +1.0101e+00 +1.5833e+00 +3.0198e+00 -4.5461e+00 +3.0739e+00 -2.5990e+00 -1.1645e+00 +6.3476e-01 +1.5775e+00
3229 +4.576376943e+00 +4.576376943e+00 +3.990563769e+02 +3.990563769e+02 -3.5910e+00 -3.1872e+00 -4.4318e+00 +4.5756e+00 +7.5918e-01 -2.4742e+00 +3.6651e+00 +8.6565e-02 -3.5591e-01 -3.9541e+00 +1.0357e+00 +9.9774e-01 +1.7613e+00 +3.2751e+00 -4.5062e+00 +2.9447e+00 -2.6996e+00 -1.2958e+00 +1.3203e-01 +2.2109e+00
3308 +4.106667839e+00 +4.106667839e+00 +3.985866678e+02 +3.985866678e+02 -4.0541e+00 -3.4974e+00 -3.5713e+00 +4.4310e+00 +7.9107e-01 -2.6879e+00 +3.4318e+00 +2.5693e-02 -1.6974e-01 -3.1942e+00 +2.0267e+00 +1.0904e+00 +1.6591e+00 +3.2970e+00 -3.6103e+00 +3.3772e+00 -3.0062e+00 -1.3536e+00 -9.6379e-01 +5.8101e-01
3341 +3.914439944e+00 +3.914439944e+00 +3.983944399e+02 +3.983944399e+02 -3.8416e+00 -3.1679e+00 -3.8951e+00 +4.1758e+00 +8.4913e-01 -3.2156e+00 +3.1266e+00 -8.2462e-01 -2.4781e-01 -3.4006e+00 +2.0184e+00 +1.9014e+00 +1.8379e+00 +3.1974e+00 -3.0766e+00 +2.6359e+00 -3.4596e+00 -1.1706e+00 -8.4909e-01 +7.7856e-01
4423 +3.689337336e+00 +3.689337336e+00 +3.981693373e+02 +3.981693373e+02 -3.8028e+00 -2.9631e+00 -3.3286e+00 +3.4340e+00 +1.3043e+00 -2.4008e+00 +3.7719e+00 -2.2538e-01 -1.2169e+00 -4.8305e+00 +1.9962e+00 +1.4194e+00 +1.1588e+00 +3.6222e+00 -3.6695e+00 +2.4515e+00 -3.5774e+00 -1.5703e+00 +4.5591e-01 +1.5947e+00
4448 +2.169256779e+00 +2.169256779e+00 +3.966492568e+02 +3.966492568e+02 -3.6216e+00 -2.5420e+00 -3.6278e+00 +4.0424e+00 +7.7675e-01 -2.1663e+00 +3.4925e+00 -6.6978e-01 -9.9517e-01 -4.0146e+00 +2.2565e+00 +1.5762e+00 +1.0018e+00 +3.9969e+00 -3.8301e+00 +2.5405e+00 -2.6930e+00 -1.6456e+00 +6.0067e-01 +1.6752e+00
5707 +1.623218836e+00 +1.623218836e+00 +3.961032188e+02 +3.961032188e+02 -4.1697e+00 -2.7181e+00 -3.8917e+00 +3.5942e+00 +8.7305e-01 -2.8924e+00 +3.3552e+00 -8.0674e-01 -8.1106e-01 -3.7433e+00 +2.3132e+00 +1.4164e+00 +1.3700e+00 +3.6709e+00 -3.8050e+00 +2.4985e+00 -3.0239e+00 -1.1306e+00 +4.7468e-01 +4.5253e-01
6564 +1.529679637e+00 +1.529679637e+00 +3.960096796e+02 +3.960096796e+02 -4.0606e+00 -2.8714e+00 -4.0307e+00 +3.9835e+00 +3.2105e-01 -2.6849e+00 +3.2230e+00 -2.9274e-01 -2.4636e-01 -4.0140e+00 +1.7295e+00 +1.1437e+00 +1.7925e+00 +4.1896e+00 -3.8433e+00 +3.1980e+00 -2.7275e+00 -1.0869e+00 +3.4861e-02 +1.1280e+00
6633 +1.419790743e+00 +1.419790743e+00 +3.958997907e+02 +3.958997907e+02 -3.4305e+00 -2.8176e+00 -3.7748e+00 +4.1664e+00 +9.4517e-01 -3.2462e+00 +3.3882e+00 -3.6468e-01 -1.0165e+00 -3.9453e+00 +1.4064e+00 +1.3901e+00 +1.0284e+00 +4.0419e+00 -3.7855e+00 +2.9001e+00 -2.6366e+00 -1.7621e+00 +1.7268e-01 +1.1009e+00
6817 +1.028762681e+00 +1.028762681e+00 +3.955087627e+02 +3.955087627e+02 -3.9749e+00 -2.8438e+00 -3.3312e+00 +3.7969e+00 +6.8198e-01 -3.1711e+00 +3.3814e+00 -5.5902e-01 -8.3386e-01 -4.0757e+00 +1.9115e+00 +1.1259e+00 +1.1428e+00 +3.9895e+00 -3.7309e+00 +2.6425e+00 -3.1748e+00 -1.0984e+00 +2.9435e-01 +1.3068e+00
7295 +7.939961372e-01 +7.939961372e-01 +3.952739961e+02 +3.952739961e+02 -4.0859e+00 -3.1204e+00 -3.6452e+00 +3.7194e+00 +8.7696e-01 -2.7483e+00 +3.4336e+00 -1.9798e-01 -7.5163e-01 -3.7679e+00 +1.8693e+00 +1.3986e+00 +1.7325e+00 +3.4937e+00 -3.7889e+00 +2.5587e+00 -2.8904e+00 -1.2044e+00 +4.1236e-01 +1.4509e+00
7843 +4.857634599e-01 +4.857634599e-01 +3.949657635e+02 +3.949657635e+02 -4.0639e+00 -2.8426e+00 -3.6608e+00 +3.7170e+00 +1.0033e+00 -2.8959e+00 +3.4476e+00 -2.8907e-01 -6.1748e-01 -3.7784e+00 +1.8268e+00 +1.4196e+00 +1.3504e+00 +3.7803e+00 -3.7053e+00 +3.0370e+00 -3.1905e+00 -1.2378e+00 +3.5462e-02 +1.2986e+00
8724 +3.996392260e-01 +3.996392260e-01 +3.948796392e+02 +3.948796392e+02 -3.8143e+00 -3.0692e+00 -3.7294e+00 +3.8478e+00 +1.0776e+00 -2.8286e+00 +3.3233e+00 -7.3852e-01 -9.2595e-01 -3.7433e+00 +1.7682e+00 +1.3931e+00 +1.3410e+00 +3.6698e+00 -3.7201e+00 +3.1684e+00 -2.8858e+00 -1.0841e+00 +2.2129e-01 +1.3312e+00
9344 +3.755287522e-01 +3.755287522e-01 +3.948555288e+02 +3.948555288e+02 -4.0002e+00 -2.8450e+00 -3.8492e+00 +3.8175e+00 +6.2935e-01 -2.9365e+00 +3.1836e+00 -6.5770e-01 -9.2424e-01 -3.7501e+00 +2.0931e+00 +1.4258e+00 +1.8005e+00 +3.7038e+00 -3.8216e+00 +3.1935e+00 -2.8809e+00 -1.4717e+00 +2.6708e-01 +1.4347e+00
9747 +3.234598673e-01 +3.234598673e-01 +3.948034599e+02 +3.948034599e+02 -3.7293e+00 -2.9552e+00 -3.7989e+00 +3.9323e+00 +6.7490e-01 -3.1767e+00 +3.4779e+00 -6.3982e-01 -8.5106e-01 -3.5432e+00 +1.7073e+00 +1.3201e+00 +1.5701e+00 +3.7092e+00 -3.7846e+00 +3.0932e+00 -2.6998e+00 -1.4309e+00 +2.9081e-01 +1.2912e+00
9815 +1.929260683e-01 +1.929260683e-01 +3.946729261e+02 +3.946729261e+02 -3.7949e+00 -2.7570e+00 -3.8306e+00 +3.9773e+00 +8.4922e-01 -2.9417e+00 +3.6907e+00 -6.6062e-01 -9.4072e-01 -3.9018e+00 +1.9420e+00 +1.2427e+00 +1.4758e+00 +3.8128e+00 -3.9172e+00 +3.0948e+00 -2.8427e+00 -1.3827e+00 +2.3432e-01 +1.3053e+00
9961 +1.866239232e-01 +1.866239232e-01 +3.946666239e+02 +3.946666239e+02 -4.0405e+00 -2.8353e+00 -3.7092e+00 +3.7925e+00 +7.1648e-01 -2.8415e+00 +3.5639e+00 -7.4121e-01 -1.0197e+00 -3.7023e+00 +1.8124e+00 +1.1855e+00 +1.5667e+00 +3.8013e+00 -3.8024e+00 +3.1145e+00 -2.9602e+00 -1.2749e+00 +9.3320e-02 +1.3449e+00
10128 +1.748887273e-01 +1.748887273e-01 +3.946548887e+02 +3.946548887e+02 -3.9172e+00 -2.9761e+00 -3.9012e+00 +3.8831e+00 +7.7352e-01 -2.9231e+00 +3.3283e+00 -5.6195e-01 -7.5831e-01 -3.7877e+00 +2.1057e+00 +1.3713e+00 +1.6346e+00 +3.6929e+00 -3.6985e+00 +2.8154e+00 -2.9901e+00 -1.4359e+00 +1.6382e-01 +1.3751e+00
10947 +1.579428849e-01 +1.579428849e-01 +3.946379429e+02 +3.946379429e+02 -3.8485e+00 -2.7515e+00 -3.7297e+00 +3.8431e+00 +8.1763e-01 -2.9360e+00 +3.3725e+00 -5.1688e-01 -9.5920e-01 -3.6679e+00 +2.0153e+00 +1.2534e+00 +1.3320e+00 +3.7501e+00 -3.8565e+00 +3.0433e+00 -2.9579e+00 -1.4410e+00 +8.1354e-02 +1.1499e+00
11088 +1.293744103e-01 +1.293744103e-01 +3.946093744e+02 +3.946093744e+02 -3.8530e+00 -2.8174e+00 -3.6309e+00 +3.7905e+00 +9.2608e-01 -3.0400e+00 +3.3711e+00 -6.7462e-01 -8.6902e-01 -3.7221e+00 +1.9066e+00 +1.2418e+00 +1.5352e+00 +3.7604e+00 -3.7907e+00 +2.8244e+00 -2.8582e+00 -1.4075e+00 +7.5074e-02 +1.1363e+00
11112 +1.077199025e-01 +1.077199025e-01 +3.945877199e+02 +3.945877199e+02 -3.7624e+00 -2.8437e+00 -3.7710e+00 +3.9266e+00 +8.2467e-01 -2.9376e+00 +3.4253e+00 -6.9366e-01 -8.4444e-01 -3.6977e+00 +1.9994e+00 +1.3414e+00 +1.5302e+00 +3.6342e+00 -3.7141e+00 +3.0100e+00 -2.8554e+00 -1.5049e+00 +1.8717e-01 +1.2220e+00
11837 +9.175858701e-02 +9.175858701e-02 +3.945717586e+02 +3.945717586e+02 -3.9772e+00 -2.9571e+00 -3.7653e+00 +3.7881e+00 +7.1555e-01 -2.9209e+00 +3.3917e+00 -5.1220e-01 -8.8758e-01 -3.6447e+00 +1.9188e+00 +1.2772e+00 +1.5189e+00 +3.7453e+00 -3.9006e+00 +2.9877e+00 -2.9570e+00 -1.4638e+00 +1.6730e-01 +1.2353e+00
12249 +8.918248127e-02 +8.918248127e-02 +3.945691825e+02 +3.945691825e+02 -3.9193e+00 -2.7810e+00 -3.8116e+00 +3.8609e+00 +8.4279e-01 -2.8900e+00 +3.5005e+00 -6.0296e-01 -7.6586e-01 -3.7986e+00 +1.9422e+00 +1.2714e+00 +1.4216e+00 +3.7961e+00 -3.7632e+00 +2.9892e+00 -2.8293e+00 -1.4840e+00 +6.4339e-02 +1.1764e+00
12403 +8.143685172e-02 +8.143685172e-02 +3.945614369e+02 +3.945614369e+02 -3.8695e+00 -2.9653e+00 -3.6727e+00 +4.0680e+00 +8.7023e-01 -2.9557e+00 +3.4030e+00 -5.2775e-01 -8.4204e-01 -3.7261e+00 +1.9633e+00 +1.2830e+00 +1.4914e+00 +3.7702e+00 -3.7407e+00 +2.9133e+00 -2.8779e+00 -1.3835e+00 +1.3647e-01 +1.2423e+00
12731 +7.197282220e-02 +7.197282220e-02 +3.945519728e+02 +3.945519728e+02 -3.8808e+00 -2.9250e+00 -3.7844e+00 +3.9109e+00 +8.6573e-01 -2.9111e+00 +3.3972e+00 -5.6275e-01 -9.4982e-01 -3.7036e+00 +1.9875e+00 +1.1561e+00 +1.4871e+00 +3.8090e+00 -3.7019e+00 +3.0214e+00 -2.9115e+00 -1.4904e+00 +2.8915e-02 +1.2498e+00
12751 +5.855533671e-02 +5.855533671e-02 +3.945385553e+02 +3.945385553e+02 -3.9005e+00 -2.9884e+00 -3.7819e+00 +3.8454e+00 +8.7979e-01 -2.9336e+00 +3.4300e+00 -5.1891e-01 -9.6587e-01 -3.7277e+00 +2.0235e+00 +1.2052e+00 +1.5263e+00 +3.7675e+00 -3.7731e+00 +2.9564e+00 -2.9454e+00 -1.4506e+00 +1.3506e-01 +1.2363e+00
12818 +5.139500003e-02 +5.139500003e-02 +3.945313950e+02 +3.945313950e+02 -3.9271e+00 -2.9291e+00 -3.7927e+00 +3.8970e+00 +9.4040e-01 -2.8557e+00 +3.4274e+00 -6.3007e-01 -8.5460e-01 -3.6926e+00 +1.9661e+00 +1.3065e+00 +1.5962e+00 +3.7857e+00 -3.8419e+00 +3.0462e+00 -2.8661e+00 -1.5095e+00 +1.6286e-01 +1.2145e+00
12869 +5.087906097e-02 +5.087906097e-02 +3.945308791e+02 +3.945308791e+02 -3.9240e+00 -2.8718e+00 -3.8872e+00 +3.9350e+00 +8.9536e-01 -2.9595e+00 +3.4686e+00 -5.9472e-01 -7.7464e-01 -3.7717e+00 +1.9341e+00 +1.2488e+00 +1.5505e+00 +3.7769e+00 -3.8478e+00 +2.9736e+00 -2.7786e+00 -1.4105e+00 +5.5872e-02 +1.2155e+00
12872 +4.239489567e-02 +4.239489567e-02 +3.945223949e+02 +3.945223949e+02 -3.8547e+00 -2.8667e+00 -3.8148e+00 +3.9822e+00 +8.8886e-01 -2.9443e+00 +3.4714e+00 -5.9000e-01 -7.7167e-01 -3.7419e+00 +1.9081e+00 +1.2690e+00 +1.5318e+00 +3.7146e+00 -3.8358e+00 +2.9213e+00 -2.8532e+00 -1.4162e+00 +7.2678e-02 +1.1919e+00
14049 +3.940270472e-02 +3.940270472e-02 +3.945194027e+02 +3.945194027e+02 -3.8388e+00 -2.9815e+00 -3.7625e+00 +3.8998e+00 +8.8058e-01 -2.8827e+00 +3.4210e+00 -6.0523e-01 -9.3826e-01 -3.7909e+00 +1.9938e+00 +1.2529e+00 +1.5995e+00 +3.7214e+00 -3.8538e+00 +3.0178e+00 -2.8837e+00 -1.3595e+00 +7.9513e-02 +1.3109e+00
14053 +3.807052112e-02 +3.807052112e-02 +3.945180705e+02 +3.945180705e+02 -3.8973e+00 -2.9531e+00 -3.8096e+00 +3.8910e+00 +8.6625e-01 -2.9204e+00 +3.4526e+00 -5.5246e-01 -9.4416e-01 -3.7602e+00 +1.9915e+00 +1.2377e+00 +1.5106e+00 +3.7330e+00 -3.7381e+00 +3.0160e+00 -2.9006e+00 -1.3361e+00 +8.0950e-02 +1.3132e+00
14194 +3.505489222e-02 +3.505489222e-02 +3.945150549e+02 +3.945150549e+02 -3.9512e+00 -2.8987e+00 -3.7921e+00 +3.9105e+00 +8.6988e-01 -2.8435e+00 +3.4451e+00 -6.6432e-01 -8.7933e-01 -3.8452e+00 +1.8381e+00 +1.2793e+00 +1.5574e+00 +3.7728e+00 -3.8461e+00 +3.0036e+00 -2.9546e+00 -1.4047e+00 +1.2326e-01 +1.2813e+00
14198 +3.436681867e-02 +3.436681867e-02 +3.945143668e+02 +3.945143668e+02 -3.9139e+00 -2.8893e+00 -3.8001e+00 +3.9534e+00 +8.3689e-01 -2.9251e+00 +3.4680e+00 -6.7666e-01 -8.0442e-01 -3.7702e+00 +1.9085e+00 +1.2669e+00 +1.6449e+00 +3.7064e+00 -3.7942e+00 +2.9774e+00 -2.9316e+00 -1.3919e+00 +1.7700e-01 +1.2995e+00
14209 +3.165747121e-02 +3.165747121e-02 +3.945116575e+02 +3.945116575e+02 -3.8312e+00 -2.9155e+00 -3.8300e+00 +3.9227e+00 +8.5332e-01 -2.9260e+00 +3.3983e+00 -6.6161e-01 -8.6381e-01 -3.8298e+00 +1.9216e+00 +1.2476e+00 +1.5833e+00 +3.7137e+00 -3.7820e+00 +2.9729e+00 -2.8818e+00 -1.4171e+00 +1.6045e-01 +1.2984e+00
