% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
14332 +2.959699496e+00 +2.959699496e+00 +2.470969950e+01 +2.470969950e+01 +3.9848e+00 +1.4103e+00 -1.6407e+00 +3.2101e+00 -1.7838e+00 -2.1426e+00 +3.3076e+00 +1.5303e+00 +1.1664e+00 +3.7081e+00 +2.6780e+00 -1.1271e+00 +3.2950e+00 -1.9190e+00 -2.2914e+00 -3.7764e+00 -1.9514e+00 +8.5727e-01 -1.9846e+00 -7.9133e-01
15055 +2.812064556e+00 +2.812064556e+00 +2.456206456e+01 +2.456206456e+01 +3.3729e+00 +1.3059e+00 -1.9071e+00 +3.0474e+00 -8.3128e-01 -2.1214e+00 +3.0508e+00 +1.3737e+00 +9.9683e-01 +3.7614e+00 +2.7655e+00 -9.0699e-01 +3.3106e+00 -2.2359e+00 -2.1183e+00 -3.9339e+00 -1.9752e+00 +1.2067e+00 -2.0997e+00 -9.8847e-01
15255 +2.652584852e+00 +2.652584852e+00 +2.440258485e+01 +2.440258485e+01 +2.8947e+00 +1.3069e+00 -1.9870e+00 +3.0084e+00 -6.3294e-01 -2.1687e+00 +3.2480e+00 +1.2626e+00 +7.1980e-01 +3.7903e+00 +2.6796e+00 -6.0211e-01 +3.0973e+00 -2.1195e+00 -2.0115e+00 -4.1166e+00 -2.1169e+00 +1.3142e+00 -1.9561e+00 -9.6974e-01
15854 +2.559127735e+00 +2.559127735e+00 +2.430912773e+01 +2.430912773e+01 +3.1702e+00 +1.5078e+00 -1.8898e+00 +3.2352e+00 -7.6704e-01 -2.5766e+00 +3.2647e+00 +1.3782e+00 +7.8124e-01 +3.9422e+00 +2.9741e+00 -9.0736e-01 +3.1266e+00 -1.8877e+00 -2.1229e+00 -4.1015e+00 -1.9995e+00 +1.2922e+00 -2.1935e+00 -7.8265e-01
15965 +2.146804556e+00 +2.146804556e+00 +2.389680456e+01 +2.389680456e+01 +3.3405e+00 +1.3766e+00 -1.6175e+00 +3.1199e+00 -1.0388e+00 -2.5968e+00 +3.2581e+00 +1.3096e+00 +8.9043e-01 +3.8326e+00 +3.0527e+00 -8.9663e-01 +2.8934e+00 -1.6182e+00 -2.0844e+00 -3.9572e+00 -2.0335e+00 +1.2958e+00 -1.8642e+00 -7.6532e-01
20281 +2.136588173e+00 +2.136588173e+00 +2.388658817e+01 +2.388658817e+01 +3.6228e+00 +1.4928e+00 -1.9008e+00 +3.5278e+00 -1.1516e+00 -2.3815e+00 +3.3978e+00 +1.4354e+00 +1.2079e+00 +4.1431e+00 +3.2036e+00 -8.7186e-01 +3.1848e+00 -2.0342e+00 -2.0459e+00 -3.7109e+00 -1.9473e+00 +1.0441e+00 -1.9458e+00 -5.0073e-01
20307 +2.087076751e+00 +2.087076751e+00 +2.383707675e+01 +2.383707675e+01 +3.6348e+00 +1.5734e+00 -1.8212e+00 +3.5050e+00 -1.2454e+00 -2.3643e+00 +3.3426e+00 +1.4533e+00 +1.1658e+00 +4.1410e+00 +3.1605e+00 -9.7672e-01 +3.1121e+00 -2.0627e+00 -1.9877e+00 -3.6790e+00 -1.9385e+00 +1.0856e+00 -1.8416e+00 -4.3093e-01
20317 +1.987262387e+00 +1.987262387e+00 +2.373726239e+01 +2.373726239e+01 +3.6685e+00 +1.5311e+00 -1.8676e+00 +3.5748e+00 -1.2745e+00 -2.3583e+00 +3.3652e+00 +1.4602e+00 +1.1504e+00 +4.1337e+00 +3.1170e+00 -9.4676e-01 +3.0669e+00 -2.1460e+00 -2.0436e+00 -3.6847e+00 -1.9440e+00 +1.1333e+00 -1.8773e+00 -3.9840e-01
20323 +1.858156533e+00 +1.858156533e+00 +2.360815653e+01 +2.360815653e+01 +3.7426e+00 +1.5538e+00 -1.8935e+00 +3.5754e+00 -1.2971e+00 -2.3745e+00 +3.4141e+00 +1.4762e+00 +1.1849e+00 +4.1441e+00 +3.0570e+00 -9.4951e-01 +3.0717e+00 -2.1093e+00 -2.0184e+00 -3.7671e+00 -1.9521e+00 +1.0688e+00 -1.8584e+00 -3.9761e-01
20523 +1.819626744e+00 +1.819626744e+00 +2.356962674e+01 +2.356962674e+01 +3.7652e+00 +1.5629e+00 -1.7873e+00 +3.4986e+00 -1.2925e+00 -2.4115e+00 +3.3905e+00 +1.4181e+00 +1.0470e+00 +4.1970e+00 +3.0933e+00 -1.0255e+00 +3.2082e+00 -2.0772e+00 -1.9533e+00 -3.4798e+00 -1.9818e+00 +1.0430e+00 -2.0473e+00 -3.4771e-01
20549 +1.766139108e+00 +1.766139108e+00 +2.351613911e+01 +2.351613911e+01 +3.7767e+00 +1.5503e+00 -1.8100e+00 +3.5244e+00 -1.3117e+00 -2.4357e+00 +3.3854e+00 +1.4211e+00 +1.0486e+00 +4.2707e+00 +3.0191e+00 -1.0068e+00 +3.0981e+00 -2.0627e+00 -1.9573e+00 -3.4559e+00 -1.9526e+00 +1.0384e+00 -2.0166e+00 -3.1692e-01
21043 +1.729613646e+00 +1.729613646e+00 +2.347961365e+01 +2.347961365e+01 +3.8044e+00 +1.4450e+00 -1.9274e+00 +3.4574e+00 -1.3678e+00 -2.3587e+00 +3.4770e+00 +1.5651e+00 +1.1499e+00 +4.1960e+00 +2.9289e+00 -1.2507e+00 +3.3084e+00 -2.1253e+00 -2.0524e+00 -3.3777e+00 -1.7618e+00 +1.0733e+00 -2.1666e+00 -5.0270e-01
21124 +1.684687948e+00 +1.684687948e+00 +2.343468795e+01 +2.343468795e+01 +3.8564e+00 +1.4968e+00 -1.9730e+00 +3.5275e+00 -1.3379e+00 -2.3743e+00 +3.3589e+00 +1.4358e+00 +1.1522e+00 +4.1425e+00 +2.9774e+00 -1.1828e+00 +3.1189e+00 -2.0954e+00 -2.1274e+00 -3.3775e+00 -1.7654e+00 +1.1420e+00 -2.0300e+00 -3.2632e-01
21652 +1.634267232e+00 +1.634267232e+00 +2.338426723e+01 +2.338426723e+01 +3.8601e+00 +1.5182e+00 -1.9081e+00 +3.5596e+00 -1.3497e+00 -2.4462e+00 +3.4092e+00 +1.4095e+00 +1.2836e+00 +4.1533e+00 +2.9376e+00 -1.2024e+00 +3.2593e+00 -1.9475e+00 -2.1832e+00 -3.4810e+00 -1.8441e+00 +1.1312e+00 -2.1465e+00 -4.2394e-01
21765 +1.603369941e+00 +1.603369941e+00 +2.335336994e+01 +2.335336994e+01 +3.8147e+00 +1.4250e+00 -1.9173e+00 +3.5453e+00 -1.3269e+00 -2.4050e+00 +3.3556e+00 +1.4296e+00 +1.2394e+00 +4.1401e+00 +3.0339e+00 -1.1278e+00 +3.1960e+00 -1.9813e+00 -2.1577e+00 -3.4167e+00 -1.9856e+00 +1.0495e+00 -2.1611e+00 -5.0808e-01
21799 +1.557704213e+00 +1.557704213e+00 +2.330770421e+01 +2.330770421e+01 +3.9322e+00 +1.3259e+00 -1.8179e+00 +3.5463e+00 -1.3497e+00 -2.4707e+00 +3.3175e+00 +1.4196e+00 +1.2187e+00 +4.0662e+00 +3.0972e+00 -1.1837e+00 +3.2621e+00 -1.9749e+00 -2.1873e+00 -3.5450e+00 -2.1151e+00 +1.0799e+00 -2.1778e+00 -5.5237e-01
21811 +1.543615537e+00 +1.543615537e+00 +2.329361554e+01 +2.329361554e+01 +3.9370e+00 +1.2833e+00 -1.7107e+00 +3.5409e+00 -1.3738e+00 -2.4915e+00 +3.3065e+00 +1.4207e+00 +1.2271e+00 +4.0754e+00 +3.1276e+00 -1.1747e+00 +3.2957e+00 -1.9217e+00 -2.2017e+00 -3.6197e+00 -2.0942e+00 +1.0745e+00 -2.1762e+00 -5.1690e-01
21863 +1.273583373e+00 +1.273583373e+00 +2.302358337e+01 +2.302358337e+01 +3.8692e+00 +1.3163e+00 -1.7160e+00 +3.4938e+00 -1.2677e+00 -2.4994e+00 +3.2021e+00 +1.4152e+00 +1.2582e+00 +4.0702e+00 +3.0882e+00 -1.1633e+00 +3.3206e+00 -1.8650e+00 -2.1766e+00 -3.5583e+00 -2.0143e+00 +1.1292e+00 -2.1288e+00 -4.9993e-01
22612 +1.257802749e+00 +1.257802749e+00 +2.300780275e+01 +2.300780275e+01 +3.7844e+00 +1.3099e+00 -1.7210e+00 +3.3908e+00 -1.3403e+00 -2.3453e+00 +3.1288e+00 +1.4126e+00 +1.2659e+00 +3.9841e+00 +3.0542e+00 -1.0559e+00 +3.2096e+00 -1.8499e+00 -2.2159e+00 -3.3651e+00 -2.1011e+00 +1.1994e+00 -2.0793e+00 -5.3239e-01
22703 +1.206200811e+00 +1.206200811e+00 +2.295620081e+01 +2.295620081e+01 +3.8073e+00 +1.3680e+00 -1.8405e+00 +3.4330e+00 -1.2414e+00 -2.4355e+00 +3.1762e+00 +1.3702e+00 +1.3492e+00 +3.9800e+00 +2.9898e+00 -1.1005e+00 +3.2788e+00 -1.8105e+00 -2.1817e+00 -3.3992e+00 -2.1138e+00 +1.1832e+00 -2.1062e+00 -4.7195e-01
25481 +1.201232203e+00 +1.201232203e+00 +2.295123220e+01 +2.295123220e+01 +3.8918e+00 +1.4064e+00 -1.7406e+00 +3.5632e+00 -1.2930e+00 -2.4342e+00 +3.1469e+00 +1.4043e+00 +9.9364e-01 +4.1092e+00 +3.0938e+00 -1.1801e+00 +3.2193e+00 -1.9114e+00 -2.1470e+00 -3.2524e+00 -2.0080e+00 +1.0550e+00 -2.0312e+00 -4.5731e-01
27165 +1.170558573e+00 +1.170558573e+00 +2.292055857e+01 +2.292055857e+01 +3.8386e+00 +1.4572e+00 -1.7844e+00 +3.4635e+00 -1.2907e+00 -2.4650e+00 +3.2453e+00 +1.4008e+00 +1.1081e+00 +4.1812e+00 +3.0479e+00 -1.1307e+00 +3.2179e+00 -1.8371e+00 -2.1165e+00 -3.2686e+00 -2.1228e+00 +1.1559e+00 -2.1386e+00 -4.8987e-01
123168 +1.102424769e+00 +1.102424769e+00 +2.285242477e+01 +2.285242477e+01 +3.5884e+00 +1.0364e+00 -6.8715e-01 +2.7080e+00 -1.8781e+00 -2.4506e+00 +3.2796e+00 +2.3783e+00 +1.7041e+00 +3.7271e+00 +3.0084e+00 -1.1781e+00 +3.5658e+00 -1.4076e+00 -1.7979e+00 -3.3306e+00 -1.7902e+00 +1.0847e+00 -2.7916e+00 -5.2380e-01
123366 +1.084448458e+00 +1.084448458e+00 +2.283444846e+01 +2.283444846e+01 +3.5406e+00 +9.9510e-01 -6.8804e-01 +2.7337e+00 -1.7820e+00 -2.5973e+00 +3.4004e+00 +2.3383e+00 +1.5277e+00 +3.8195e+00 +2.8718e+00 -1.2112e+00 +3.5192e+00 -1.4082e+00 -1.8733e+00 -3.4273e+00 -1.6279e+00 +1.2325e+00 -2.7960e+00 -5.6660e-01
123374 +1.056882084e+00 +1.056882084e+00 +2.280688208e+01 +2.280688208e+01 +3.5943e+00 +9.6213e-01 -6.6947e-01 +2.7160e+00 -1.7624e+00 -2.6360e+00 +3.3648e+00 +2.3718e+00 +1.4998e+00 +3.8289e+00 +2.8983e+00 -1.2008e+00 +3.5238e+00 -1.4436e+00 -1.9125e+00 -3.3984e+00 -1.5688e+00 +1.2427e+00 -2.8039e+00 -5.6036e-01
123383 +9.662902622e-01 +9.662902622e-01 +2.271629026e+01 +2.271629026e+01 +3.5724e+00 +9.2591e-01 -6.8130e-01 +2.7172e+00 -1.7787e+00 -2.6884e+00 +3.3737e+00 +2.3269e+00 +1.4765e+00 +3.8547e+00 +2.8645e+00 -1.1756e+00 +3.5631e+00 -1.4361e+00 -1.8515e+00 -3.3885e+00 -1.5889e+00 +1.2746e+00 -2.7513e+00 -4.7200e-01
123407 +9.352540784e-01 +9.352540784e-01 +2.268525408e+01 +2.268525408e+01 +3.5407e+00 +9.3392e-01 -7.1919e-01 +2.7971e+00 -1.7836e+00 -2.7354e+00 +3.3395e+00 +2.4080e+00 +1.5231e+00 +3.8183e+00 +2.8630e+00 -1.1576e+00 +3.5936e+00 -1.4183e+00 -1.8931e+00 -3.2801e+00 -1.6002e+00 +1.2618e+00 -2.7569e+00 -4.9489e-01
123418 +9.071123219e-01 +9.071123219e-01 +2.265711232e+01 +2.265711232e+01 +3.5392e+00 +9.1162e-01 -7.5222e-01 +2.7817e+00 -1.8198e+00 -2.7441e+00 +3.3098e+00 +2.4247e+00 +1.4749e+00 +3.7845e+00 +2.9191e+00 -1.1514e+00 +3.5759e+00 -1.4764e+00 -1.9033e+00 -3.2795e+00 -1.6317e+00 +1.2163e+00 -2.7493e+00 -5.4847e-01
123430 +8.906783640e-01 +8.906783640e-01 +2.264067836e+01 +2.264067836e+01 +3.5814e+00 +9.0817e-01 -7.6633e-01 +2.7748e+00 -1.7884e+00 -2.6806e+00 +3.3465e+00 +2.4066e+00 +1.5886e+00 +3.7674e+00 +2.8692e+00 -1.1756e+00 +3.5622e+00 -1.4808e+00 -1.9055e+00 -3.2726e+00 -1.7234e+00 +1.1640e+00 -2.7389e+00 -5.5007e-01
123431 +8.400653565e-01 +8.400653565e-01 +2.259006536e+01 +2.259006536e+01 +3.6153e+00 +9.1930e-01 -7.6296e-01 +2.7935e+00 -1.7919e+00 -2.7100e+00 +3.3016e+00 +2.4267e+00 +1.4887e+00 +3.7782e+00 +2.9555e+00 -1.1395e+00 +3.5772e+00 -1.5031e+00 -1.9543e+00 -3.2880e+00 -1.6702e+00 +1.2273e+00 -2.7380e+00 -5.6498e-01
124489 +8.101785621e-01 +8.101785621e-01 +2.256017856e+01 +2.256017856e+01 +3.4158e+00 +8.7534e-01 -7.0202e-01 +2.8740e+00 -1.6931e+00 -2.5878e+00 +3.4744e+00 +2.5757e+00 +1.6434e+00 +3.7935e+00 +2.9558e+00 -1.3483e+00 +3.5088e+00 -1.8340e+00 -1.8551e+00 -3.5023e+00 -1.6993e+00 +1.2087e+00 -2.7805e+00 -7.2142e-01
124804 +7.549890120e-01 +7.549890120e-01 +2.250498901e+01 +2.250498901e+01 +3.5914e+00 +9.0813e-01 -7.7677e-01 +2.9172e+00 -1.5788e+00 -2.5445e+00 +3.3917e+00 +2.6139e+00 +1.5753e+00 +3.7390e+00 +2.9877e+00 -1.2609e+00 +3.6572e+00 -1.7272e+00 -1.9371e+00 -3.3177e+00 -1.6931e+00 +1.1802e+00 -2.8051e+00 -7.3045e-01
124813 +7.239581792e-01 +7.239581792e-01 +2.247395818e+01 +2.247395818e+01 +3.6400e+00 +9.3651e-01 -7.8472e-01 +2.9086e+00 -1.5950e+00 -2.5407e+00 +3.3523e+00 +2.6210e+00 +1.5650e+00 +3.7548e+00 +2.9800e+00 -1.2666e+00 +3.6817e+00 -1.7034e+00 -1.9590e+00 -3.3437e+00 -1.6912e+00 +1.1949e+00 -2.8302e+00 -7.1631e-01
124815 +6.987024818e-01 +6.987024818e-01 +2.244870248e+01 +2.244870248e+01 +3.5554e+00 +9.4505e-01 -7.6297e-01 +2.8856e+00 -1.5559e+00 -2.5538e+00 +3.3898e+00 +2.6339e+00 +1.5271e+00 +3.7197e+00 +2.9527e+00 -1.2708e+00 +3.6190e+00 -1.7246e+00 -1.9044e+00 -3.3628e+00 -1.6608e+00 +1.1594e+00 -2.7822e+00 -7.1351e-01
127091 +6.803308577e-01 +6.803308577e-01 +2.243033086e+01 +2.243033086e+01 +3.2844e+00 +9.3468e-01 -7.9356e-01 +2.8666e+00 -1.6703e+00 -2.5803e+00 +3.3527e+00 +2.5967e+00 +1.7382e+00 +3.8612e+00 +3.1093e+00 -1.4451e+00 +3.5179e+00 -1.7348e+00 -2.0253e+00 -3.4343e+00 -1.7944e+00 +1.2780e+00 -2.8723e+00 -7.5583e-01
127154 +6.691734157e-01 +6.691734157e-01 +2.241917342e+01 +2.241917342e+01 +3.2347e+00 +1.0080e+00 -8.0015e-01 +2.9184e+00 -1.6787e+00 -2.6632e+00 +3.4086e+00 +2.6313e+00 +1.7283e+00 +3.8552e+00 +3.0557e+00 -1.4561e+00 +3.5523e+00 -1.8265e+00 -2.0159e+00 -3.4189e+00 -1.7336e+00 +1.2959e+00 -2.9264e+00 -7.1383e-01
127180 +6.564069354e-01 +6.564069354e-01 +2.240640694e+01 +2.240640694e+01 +3.3163e+00 +9.5978e-01 -7.5928e-01 +2.9183e+00 -1.6462e+00 -2.6185e+00 +3.4256e+00 +2.6003e+00 +1.7155e+00 +3.8324e+00 +3.0788e+00 -1.4683e+00 +3.5381e+00 -1.8297e+00 -2.0018e+00 -3.3981e+00 -1.7617e+00 +1.2313e+00 -2.9192e+00 -7.3364e-01
127182 +5.584880339e-01 +5.584880339e-01 +2.230848803e+01 +2.230848803e+01 +3.3090e+00 +9.5388e-01 -7.5907e-01 +2.9092e+00 -1.6404e+00 -2.6148e+00 +3.4187e+00 +2.5769e+00 +1.7644e+00 +3.8379e+00 +3.0740e+00 -1.4549e+00 +3.5489e+00 -1.8274e+00 -1.9965e+00 -3.4018e+00 -1.7557e+00 +1.2224e+00 -2.8993e+00 -7.1622e-01
127236 +5.476034415e-01 +5.476034415e-01 +2.229760344e+01 +2.229760344e+01 +3.2403e+00 +9.3109e-01 -7.5634e-01 +2.9326e+00 -1.5976e+00 -2.7182e+00 +3.4879e+00 +2.5289e+00 +1.7411e+00 +3.8437e+00 +3.0327e+00 -1.4894e+00 +3.5501e+00 -1.8250e+00 -2.0015e+00 -3.2925e+00 -1.7232e+00 +1.2516e+00 -2.9333e+00 -6.1366e-01
127449 +5.352976077e-01 +5.352976077e-01 +2.228529761e+01 +2.228529761e+01 +3.2951e+00 +8.3795e-01 -7.9643e-01 +2.9308e+00 -1.7377e+00 -2.6331e+00 +3.4116e+00 +2.5841e+00 +1.8151e+00 +3.8167e+00 +3.0269e+00 -1.4722e+00 +3.5390e+00 -1.9601e+00 -1.9676e+00 -3.3131e+00 -1.7914e+00 +1.2434e+00 -2.9598e+00 -7.0806e-01
127500 +5.191548912e-01 +5.191548912e-01 +2.226915489e+01 +2.226915489e+01 +3.2913e+00 +8.2899e-01 -7.7538e-01 +2.9221e+00 -1.7523e+00 -2.6040e+00 +3.4441e+00 +2.5951e+00 +1.8497e+00 +3.8140e+00 +3.0279e+00 -1.4689e+00 +3.5702e+00 -1.9661e+00 -2.0078e+00 -3.2558e+00 -1.7446e+00 +1.2814e+00 -2.9630e+00 -6.7112e-01
127559 +5.065528635e-01 +5.065528635e-01 +2.225655286e+01 +2.225655286e+01 +3.3471e+00 +8.4155e-01 -8.1840e-01 +2.9076e+00 -1.7510e+00 -2.6225e+00 +3.4411e+00 +2.5701e+00 +1.7775e+00 +3.8342e+00 +3.0139e+00 -1.4722e+00 +3.5544e+00 -1.9356e+00 -1.9399e+00 -3.3099e+00 -1.7450e+00 +1.2461e+00 -2.9307e+00 -7.0440e-01
129375 +4.962417434e-01 +4.962417434e-01 +2.224624174e+01 +2.224624174e+01 +3.2630e+00 +8.2464e-01 -7.9787e-01 +2.9547e+00 -1.6336e+00 -2.6470e+00 +3.5278e+00 +2.5357e+00 +1.7301e+00 +3.8113e+00 +2.9866e+00 -1.4884e+00 +3.4994e+00 -1.8859e+00 -1.9262e+00 -3.3721e+00 -1.7028e+00 +1.2290e+00 -2.9223e+00 -7.2198e-01
129564 +4.888463906e-01 +4.888463906e-01 +2.223884639e+01 +2.223884639e+01 +3.2556e+00 +8.3475e-01 -8.4817e-01 +2.9231e+00 -1.6341e+00 -2.6117e+00 +3.4666e+00 +2.5493e+00 +1.7677e+00 +3.7880e+00 +3.0599e+00 -1.4638e+00 +3.5221e+00 -1.9197e+00 -2.0065e+00 -3.3645e+00 -1.7215e+00 +1.2660e+00 -2.9096e+00 -7.1747e-01
% function evaluation | noise-free fitness - Fopt (6.479000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.307298063e+02 +8.307298063e+02 +8.955198063e+02 +8.955198063e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
41 +7.034836647e+02 +7.034836647e+02 +7.682736647e+02 +7.682736647e+02 +6.7958e-01 +2.3451e+00 -1.1326e+00 +2.5595e+00 +3.9697e-01 +3.6869e+00 -1.3571e+00 +1.3365e-01 -3.1047e+00 +4.9577e+00 +2.0366e+00 +9.3077e-02 -8.3250e-02 -1.3676e+00 -2.2474e+00 -1.1492e+00 +1.7991e+00 +1.4348e-01 -2.5836e+00 -3.3518e+00
44 +4.834868757e+02 +4.834868757e+02 +5.482768757e+02 +5.482768757e+02 +7.1823e-01 +3.3517e+00 -7.3890e-01 +1.2346e+00 -4.4493e-01 +4.8840e+00 -9.6609e-01 -1.0184e-01 -3.4732e+00 +5.5941e+00 +3.5175e+00 +2.3214e+00 -5.3007e-01 -5.0675e-01 -3.0659e-01 +3.9609e-01 -2.7699e-01 +1.2885e-01 -3.2064e+00 -2.1370e+00
51 +4.756169660e+02 +4.756169660e+02 +5.404069660e+02 +5.404069660e+02 +2.0165e-01 +2.6108e+00 -2.4687e+00 +1.9397e+00 -8.6452e-01 +5.1631e+00 -1.5901e+00 +9.6787e-01 -3.8059e+00 +2.3104e+00 +4.1395e+00 +2.6474e-01 +1.7217e-01 +2.1376e-02 -3.5498e+00 -1.3045e+00 +1.5912e+00 -5.0787e-01 -3.0630e+00 -6.7188e+00
72 +4.208382495e+02 +4.208382495e+02 +4.856282495e+02 +4.856282495e+02 -1.6570e+00 +2.9541e+00 -1.7341e+00 +2.4516e+00 -2.0075e+00 +4.0876e+00 -2.9442e+00 +2.7661e+00 -3.5129e+00 +8.6082e-01 +4.6193e+00 -9.3084e-01 -2.7960e+00 -1.0198e+00 -4.5930e+00 -5.7125e-01 +2.6921e+00 -3.1919e-01 -4.2154e+00 -7.3861e+00
90 +4.049284644e+02 +4.049284644e+02 +4.697184644e+02 +4.697184644e+02 -2.0876e+00 +1.7801e+00 -2.0861e+00 +2.1856e+00 -2.1335e+00 +4.4032e+00 -3.3218e+00 +2.1944e+00 -1.9283e+00 +5.9755e-01 +4.4412e+00 -2.5193e+00 -1.2995e+00 -1.0989e+00 -3.9014e+00 -4.9103e-01 +3.8432e+00 -6.5848e-01 -5.9742e+00 -6.3668e+00
140 +3.881519440e+02 +3.881519440e+02 +4.529419440e+02 +4.529419440e+02 -4.7477e+00 +7.0246e-01 -1.1002e+00 +2.1601e+00 +8.0201e-01 +2.0177e+00 -2.5442e+00 +2.4421e+00 -2.0599e+00 -1.4621e+00 +3.2460e+00 -1.7692e+00 +2.7177e+00 +2.0992e+00 -3.5280e+00 +2.6671e+00 +5.1982e+00 -1.7448e+00 -6.7733e+00 -1.0128e+01
141 +3.702182500e+02 +3.702182500e+02 +4.350082500e+02 +4.350082500e+02 -3.7310e+00 +3.5072e+00 -3.3265e-01 +2.9315e+00 -1.8547e-01 +3.0042e+00 -1.9638e+00 +2.9585e+00 -2.7883e+00 -2.0722e-01 +2.3641e+00 -1.0762e+00 +1.1535e+00 +1.4514e+00 -4.5235e+00 +2.6923e-01 +3.9946e+00 +1.2109e+00 -5.6548e+00 -6.9040e+00
143 +3.366996576e+02 +3.366996576e+02 +4.014896576e+02 +4.014896576e+02 -3.9618e+00 +2.0746e+00 -5.5537e-01 +1.4437e+00 -1.7441e+00 +4.0508e+00 -3.7081e+00 +1.7418e+00 -1.4229e+00 -1.8333e+00 +1.8706e+00 -3.1487e+00 -8.0704e-01 +3.8672e-01 -4.1849e+00 +1.0434e+00 +3.6127e+00 +1.0329e+00 -7.7322e+00 -7.2562e+00
151 +3.128129091e+02 +3.128129091e+02 +3.776029091e+02 +3.776029091e+02 -3.1265e+00 +1.3415e+00 +1.7738e-01 +3.9367e+00 +8.7726e-02 +1.6230e+00 -6.6249e-01 +2.5072e+00 -1.0467e+00 +3.5293e-01 +1.6671e+00 -1.5038e+00 +1.5620e+00 +6.4871e-01 -5.7593e+00 +9.9991e-01 +3.0252e+00 +1.6840e+00 -6.9735e+00 -7.7828e+00
155 +2.832464951e+02 +2.832464951e+02 +3.480364951e+02 +3.480364951e+02 -2.4912e+00 +4.9366e-01 +9.2890e-01 +4.2013e+00 -1.5682e+00 +1.4154e+00 -1.1988e+00 +5.6076e+00 -2.4439e+00 +8.0587e-02 +1.0140e+00 -1.8799e-01 +9.9115e-01 +1.2698e+00 -4.4121e+00 +8.0374e-01 +1.9842e+00 +2.6575e+00 -6.8327e+00 -6.7732e+00
174 +2.811242855e+02 +2.811242855e+02 +3.459142855e+02 +3.459142855e+02 -3.6060e+00 -1.0006e+00 -6.2997e-01 +3.1674e+00 +1.1179e-01 +2.0907e+00 -1.9946e+00 +4.5343e+00 -1.7970e+00 +3.3226e+00 +3.1090e+00 -2.2514e-01 +2.2407e+00 -2.4257e-02 -3.1898e+00 -2.0426e+00 +8.6460e-01 +2.3562e+00 -6.9927e+00 -6.6880e+00
187 +2.723950191e+02 +2.723950191e+02 +3.371850191e+02 +3.371850191e+02 -4.0057e+00 -1.6283e+00 -7.9125e-01 +3.0977e+00 -2.1511e+00 +2.0911e+00 -7.3379e-01 +3.4810e+00 -3.1215e+00 +4.6227e+00 +3.3113e+00 +2.7812e-01 +1.7199e+00 -9.5282e-01 -3.3396e+00 -1.8356e+00 +2.1791e-01 +2.4070e+00 -6.8139e+00 -5.9627e+00
189 +2.457642759e+02 +2.457642759e+02 +3.105542759e+02 +3.105542759e+02 -3.1693e+00 +6.0803e-01 -1.1773e+00 +2.4746e+00 -7.4155e-01 +1.5143e+00 -2.2025e+00 +3.2316e+00 -3.5217e+00 +3.5050e+00 +3.7946e+00 +8.3891e-01 +2.9403e+00 -1.0231e+00 -1.6462e+00 -1.8709e+00 -1.0128e+00 +2.3991e+00 -6.6374e+00 -5.5772e+00
216 +2.186653446e+02 +2.186653446e+02 +2.834553446e+02 +2.834553446e+02 -5.6354e+00 -1.0769e+00 -1.6521e-01 +4.2634e+00 -9.4854e-01 -2.2033e-01 -2.3546e+00 +2.3466e+00 -2.5793e+00 +4.0075e+00 +3.1478e+00 -2.9300e+00 +4.2943e+00 +5.7719e-01 -1.3481e+00 -1.1228e+00 -2.2127e+00 +5.3251e+00 -4.8937e+00 -3.0177e+00
242 +1.954416900e+02 +1.954416900e+02 +2.602316900e+02 +2.602316900e+02 -4.0095e+00 +2.1990e-01 -1.6494e+00 +3.9075e+00 -3.7350e+00 +6.4869e-01 -3.0565e+00 +3.7692e-01 -1.8734e+00 +2.4471e+00 +4.0294e+00 -1.7042e+00 +2.1903e+00 -3.2305e-01 -1.5653e+00 -4.5972e-01 -2.4373e+00 +3.7940e+00 -5.6725e+00 -4.5514e+00
265 +1.924341913e+02 +1.924341913e+02 +2.572241913e+02 +2.572241913e+02 -5.1778e+00 -4.6945e-01 -2.2279e+00 +4.1536e+00 -4.5088e+00 +2.1688e-01 -1.6438e+00 +1.4228e+00 -1.7668e+00 +1.6637e+00 +3.1238e+00 -1.8594e+00 +1.0182e+00 -1.2503e+00 -2.7905e+00 -1.6419e+00 -2.4201e+00 +5.5562e+00 -5.5943e+00 -3.7178e+00
324 +1.806517043e+02 +1.806517043e+02 +2.454417043e+02 +2.454417043e+02 -4.0213e+00 +2.0279e+00 -3.0044e+00 +1.7565e+00 -3.0261e+00 +1.8078e+00 -2.8513e+00 -7.4496e-01 -1.5985e+00 +4.5969e-01 +1.3172e+00 -1.3913e+00 +8.1798e-01 -7.7143e-01 -1.9536e+00 +2.1182e-01 -1.9922e+00 +2.3894e+00 -5.7886e+00 -3.7897e+00
