% function evaluation | noise-free fitness - Fopt (9.294000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
15915 +2.281086046e+00 +2.281086046e+00 +9.522108605e+01 +9.522108605e+01 -2.0432e-01 +4.1005e-01 -1.0715e-01 +3.3093e+00 +2.4712e+00 +3.5938e+00 +1.9025e+00 -2.4739e+00 +3.3410e+00 +2.0329e+00 +1.6721e+00 -3.6603e+00 -1.4829e+00 +9.3147e-01 +1.1895e+00 +2.9161e+00 +4.3709e+00 -3.2763e+00 +1.8976e+00 +8.5000e-01
15923 +2.072076367e+00 +2.072076367e+00 +9.501207637e+01 +9.501207637e+01 -2.3152e-01 +4.1903e-01 -7.6475e-02 +3.2334e+00 +2.3881e+00 +3.5225e+00 +1.8519e+00 -2.4822e+00 +3.2935e+00 +2.1028e+00 +1.6392e+00 -3.6275e+00 -1.5670e+00 +9.0377e-01 +1.1955e+00 +2.8941e+00 +4.3917e+00 -3.2445e+00 +1.8416e+00 +8.5467e-01
16005 +1.903108140e+00 +1.903108140e+00 +9.484310814e+01 +9.484310814e+01 -5.0993e-02 +4.3723e-01 -1.7979e-01 +3.1400e+00 +2.3345e+00 +3.8241e+00 +2.0131e+00 -2.7920e+00 +3.2276e+00 +2.2268e+00 +1.7243e+00 -3.5418e+00 -1.6831e+00 +8.4535e-01 +1.2506e+00 +2.7727e+00 +4.3770e+00 -3.2820e+00 +1.9382e+00 +6.0895e-01
16057 +1.747384340e+00 +1.747384340e+00 +9.468738434e+01 +9.468738434e+01 -1.1876e-01 +3.0781e-01 -6.9469e-03 +3.0914e+00 +2.3313e+00 +3.8257e+00 +1.7249e+00 -2.6916e+00 +3.1609e+00 +2.2667e+00 +1.5875e+00 -3.8055e+00 -1.6454e+00 +8.5816e-01 +1.2661e+00 +2.9589e+00 +4.2209e+00 -3.2906e+00 +1.8383e+00 +6.6375e-01
19948 +1.626043871e+00 +1.626043871e+00 +9.456604387e+01 +9.456604387e+01 -9.1545e-03 +4.1213e-01 -3.5683e-01 +3.1028e+00 +2.2343e+00 +3.6887e+00 +1.7584e+00 -2.7854e+00 +3.5300e+00 +2.2539e+00 +1.5697e+00 -3.3819e+00 -1.6953e+00 +9.0804e-01 +1.1687e+00 +2.7389e+00 +4.3826e+00 -3.5375e+00 +1.9272e+00 +5.8781e-01
21721 +1.619766109e+00 +1.619766109e+00 +9.455976611e+01 +9.455976611e+01 -4.8494e-02 +4.1224e-01 -4.2436e-01 +3.1944e+00 +2.2763e+00 +3.7537e+00 +1.7787e+00 -2.8041e+00 +3.4731e+00 +2.2539e+00 +1.5058e+00 -3.2675e+00 -1.6393e+00 +9.4490e-01 +1.1426e+00 +2.7681e+00 +4.4034e+00 -3.4618e+00 +1.8836e+00 +6.0547e-01
22762 +1.581740536e+00 +1.581740536e+00 +9.452174054e+01 +9.452174054e+01 -6.4815e-02 +4.3454e-01 -3.9883e-01 +3.1098e+00 +2.2856e+00 +3.8799e+00 +1.7438e+00 -2.7892e+00 +3.4898e+00 +2.2463e+00 +1.4645e+00 -3.2661e+00 -1.6890e+00 +9.8835e-01 +1.1897e+00 +2.6172e+00 +4.3500e+00 -3.4812e+00 +1.8614e+00 +6.5692e-01
29957 +1.548166497e+00 +1.548166497e+00 +9.448816650e+01 +9.448816650e+01 -4.4696e-02 +4.8993e-01 -2.8003e-01 +3.2253e+00 +2.2829e+00 +3.7559e+00 +1.9275e+00 -2.7783e+00 +3.3959e+00 +2.3777e+00 +1.4995e+00 -3.2948e+00 -1.6403e+00 +9.0764e-01 +1.2617e+00 +2.7030e+00 +4.5051e+00 -3.4458e+00 +1.9253e+00 +6.6042e-01
% function evaluation | noise-free fitness - Fopt (3.535000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.653243133e+03 +2.653243133e+03 +2.688593133e+03 +2.688593133e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
4 +2.072603024e+03 +2.072603024e+03 +2.107953024e+03 +2.107953024e+03 -1.4049e+00 -2.8806e+00 +3.7523e-02 +5.3355e+00 -9.2242e-01 -5.3708e-01 -2.3268e+00 +3.1357e+00 -1.0401e+00 +2.1403e+00 -2.2786e+00 +3.0760e+00 -8.3674e-01 +5.0857e-01 +1.0730e+00 -1.1242e+00 +4.3586e+00 -2.6015e+00 +2.6672e+00 -5.4292e-01
5 +1.596502418e+03 +1.596502418e+03 +1.631852418e+03 +1.631852418e+03 -1.1787e+00 -2.4915e+00 +1.1788e-01 +5.4214e+00 -1.4563e+00 -2.2622e+00 -1.1012e+00 +1.6577e+00 -3.1474e-01 +4.1137e+00 +1.4178e+00 +1.0476e+00 -2.8711e+00 +1.5975e+00 +1.2674e+00 -1.7301e+00 +1.6411e+00 -1.0290e+00 +5.2232e+00 +1.0008e+00
16 +1.473813975e+03 +1.473813975e+03 +1.509163975e+03 +1.509163975e+03 +1.0020e+00 -4.5726e+00 +2.2276e+00 +6.5250e+00 -2.7071e+00 -4.4013e+00 -1.9483e+00 +1.7716e+00 -1.1622e+00 +4.1653e+00 +2.6864e+00 -4.1554e-01 -1.5016e+00 +7.5511e-01 +1.9480e+00 +1.1143e-01 +7.2355e-02 +6.0346e-01 +5.0723e+00 +1.6643e+00
17 +1.164898609e+03 +1.164898609e+03 +1.200248609e+03 +1.200248609e+03 -5.5524e-01 -2.0370e+00 +1.5450e+00 +4.6383e+00 -1.7106e+00 -3.0921e+00 +1.4007e-01 +1.9463e+00 -3.4795e-02 +3.6256e-01 +2.4180e+00 +7.1361e-01 -2.2536e+00 +3.3732e+00 +1.7865e+00 -1.7997e+00 +3.0549e-01 -2.1084e+00 +4.6843e+00 +1.3559e+00
22 +1.069465098e+03 +1.069465098e+03 +1.104815098e+03 +1.104815098e+03 +5.8021e-01 -3.3737e+00 +1.9031e+00 +5.9809e+00 -1.3790e+00 -2.7726e+00 -3.4661e-01 +2.6432e+00 +2.0402e+00 +1.1816e+00 +2.6802e+00 +1.3571e+00 -2.0034e+00 +2.6106e+00 +2.0023e+00 -1.0270e+00 -5.2307e-01 -8.7505e-01 +6.1309e+00 -5.5311e-01
26 +9.148529286e+02 +9.148529286e+02 +9.502029286e+02 +9.502029286e+02 -1.9767e+00 -3.0829e+00 +1.3736e+00 +6.0992e+00 -1.6468e+00 -2.6443e+00 -5.5302e-02 +3.5006e+00 -6.3269e-01 +1.6131e+00 +2.6782e-01 -7.1609e-01 -2.5008e+00 +4.6148e+00 +5.6121e-01 -3.9064e+00 +8.5379e-01 -7.1001e-01 +4.6733e+00 +3.2079e+00
33 +5.417679517e+02 +5.417679517e+02 +5.771179517e+02 +5.771179517e+02 +1.1295e-01 -1.9665e+00 +2.2881e+00 +5.6998e+00 -2.6235e+00 -1.8560e+00 +2.5986e-01 +1.5066e+00 +1.4820e-01 +1.3814e+00 +2.2641e+00 -4.3927e-01 -9.6414e-01 +4.7447e+00 -8.2681e-02 -2.1955e+00 +6.0655e-01 +2.4197e-01 +2.7850e+00 +3.1229e+00
85 +5.188534253e+02 +5.188534253e+02 +5.542034253e+02 +5.542034253e+02 -4.0236e+00 -2.5184e+00 +2.1492e+00 +8.0318e+00 -4.3492e+00 -4.8145e-01 -1.5993e+00 +6.4167e-01 +9.9744e-01 +6.4015e-01 -2.6380e-01 +1.8256e+00 +1.6033e+00 +7.5408e+00 -1.0846e+00 -1.6535e+00 +1.1688e+00 -8.1233e-01 +7.2602e+00 +2.8451e+00
147 +4.577322445e+02 +4.577322445e+02 +4.930822445e+02 +4.930822445e+02 -2.0374e+00 -2.9979e+00 +4.8054e+00 +1.6025e+00 -6.1497e+00 +1.4731e+00 +2.0795e+00 -1.5975e+00 -1.3734e-01 +1.0830e+00 +3.8726e+00 +2.1178e+00 +2.0898e+00 +4.7798e+00 -1.7739e+00 +1.6058e+00 +5.5333e+00 -4.1478e-01 +2.1854e+00 +3.6462e+00
155 +3.957076982e+02 +3.957076982e+02 +4.310576982e+02 +4.310576982e+02 -8.6395e-01 -1.8135e+00 +2.9935e+00 +3.7380e+00 -6.1849e+00 +6.2629e-01 +1.8942e+00 -5.6145e-01 +8.8343e-01 +1.7351e+00 +3.2271e+00 +2.0224e+00 +3.7345e+00 +5.0887e+00 -2.3424e+00 +1.7936e+00 +7.4313e+00 +2.6954e-01 +3.1397e+00 +4.5839e+00
170 +3.221865962e+02 +3.221865962e+02 +3.575365962e+02 +3.575365962e+02 +1.5520e-01 -1.7959e+00 +3.1421e+00 +2.5665e+00 -4.7488e+00 +8.4533e-01 +2.0107e+00 -1.4518e+00 +8.0021e-01 +7.7287e-01 +3.2171e+00 +1.8297e+00 +2.0560e+00 +5.2867e+00 -1.7457e+00 +1.8621e+00 +8.5564e+00 +1.0667e-01 +3.2983e+00 +4.6328e+00
180 +2.453964506e+02 +2.453964506e+02 +2.807464506e+02 +2.807464506e+02 +8.3648e-01 -2.3435e+00 +3.0735e+00 +3.3975e+00 -4.6218e+00 +1.3030e-02 +1.1855e+00 -2.0593e+00 -1.6382e-01 +1.8391e+00 +2.3024e+00 +1.2205e+00 +2.3207e+00 +5.5019e+00 -6.5092e-01 +2.3401e+00 +7.8875e+00 +6.4511e-01 +3.3318e+00 +3.3993e+00
183 +2.115162560e+02 +2.115162560e+02 +2.468662560e+02 +2.468662560e+02 +6.7991e-01 -2.5143e+00 +2.8957e+00 +2.6128e+00 -2.0624e+00 -1.6200e+00 +2.3687e+00 -2.3132e+00 +8.2659e-01 +1.4699e+00 +2.2478e+00 +1.2531e+00 +2.8131e-01 +5.2886e+00 -5.4782e-01 +2.1740e+00 +5.4095e+00 +1.6628e+00 +2.5810e+00 +3.0029e+00
324 +1.710307714e+02 +1.710307714e+02 +2.063807714e+02 +2.063807714e+02 +2.1988e+00 +2.1589e+00 +4.0420e+00 +7.1654e-01 -2.4200e+00 +4.8901e-01 +1.5063e+00 +3.5673e+00 -2.6640e-01 -7.6975e-01 +1.7636e+00 +2.7252e+00 +5.0116e+00 +2.3683e+00 -5.9595e-01 +6.4366e+00 +3.3075e+00 +5.0009e-01 +5.7032e+00 +1.9808e+00
396 +1.536818807e+02 +1.536818807e+02 +1.890318807e+02 +1.890318807e+02 +3.0200e+00 +4.9121e+00 +4.8523e+00 +2.7819e+00 -3.3641e+00 +1.5920e+00 +1.5290e+00 +3.8762e+00 -8.0966e-01 +4.9412e-01 +1.2541e+00 +1.6101e+00 +4.0629e+00 -1.0228e+00 -3.1509e+00 +5.1719e+00 +3.4580e+00 +2.0162e+00 +4.5951e+00 +4.7541e+00
453 +8.763613215e+01 +8.763613215e+01 +1.229861322e+02 +1.229861322e+02 +1.3105e+00 +4.1055e+00 +4.4840e+00 +5.4210e-01 -9.7816e-01 +1.6917e+00 +4.0612e+00 +4.0262e+00 -2.0332e+00 -2.6560e-01 +8.3455e-01 -3.3519e-01 +5.8343e+00 -1.9044e-01 -4.6672e+00 +4.6127e+00 +1.9673e+00 +2.6680e+00 +3.6011e+00 +6.0995e+00
1675 +6.566840554e+01 +6.566840554e+01 +1.010184055e+02 +1.010184055e+02 +3.4143e+00 +2.1843e-01 +4.9620e+00 +1.0824e-01 -4.0088e+00 -7.8878e-01 +5.1937e+00 +4.9803e-01 +3.3316e+00 -1.1486e+00 +5.9151e+00 -1.5210e+00 +2.7000e+00 +3.9951e+00 +1.4485e-01 +3.5202e+00 +3.1695e+00 -2.4207e-01 +9.6067e-01 +3.1595e+00
2692 +6.125649890e+01 +6.125649890e+01 +9.660649890e+01 +9.660649890e+01 +2.0963e+00 -1.2391e+00 +2.7515e+00 -7.1579e-01 -2.1599e+00 -1.0256e+00 +4.0096e+00 +1.3189e+00 -2.3866e-02 -1.2259e+00 +1.8909e+00 -1.6819e+00 +1.7987e+00 +4.1714e+00 -2.4541e-01 +1.0151e+00 +4.8373e+00 +2.7592e+00 +2.6419e+00 +5.7087e+00
2801 +4.900901660e+01 +4.900901660e+01 +8.435901660e+01 +8.435901660e+01 +1.1099e+00 +1.4101e+00 +3.3757e+00 -1.2203e-01 -2.4935e+00 -5.1536e-01 +5.0506e+00 +3.6233e-01 +1.0916e+00 -7.1511e-01 +4.6775e-01 -3.9796e-01 +2.3327e+00 +4.4400e+00 -2.0788e+00 +3.4589e+00 +3.1051e+00 +2.1595e+00 +3.2560e+00 +3.5093e+00
3883 +4.013472190e+01 +4.013472190e+01 +7.548472190e+01 +7.548472190e+01 +1.2962e+00 +7.3921e-01 +4.9600e+00 +1.8604e+00 -3.0727e+00 -2.0441e+00 +2.2272e+00 +5.8230e-01 +1.5006e+00 -2.3532e+00 +1.5315e+00 -1.5282e+00 +3.5371e+00 +2.9046e+00 -4.4015e-01 +5.4171e+00 +3.2056e+00 +1.9808e+00 +1.6998e+00 +2.5793e+00
3895 +3.827850224e+01 +3.827850224e+01 +7.362850224e+01 +7.362850224e+01 +1.6581e+00 +1.2616e+00 +5.0107e+00 +1.2207e+00 -3.1504e+00 -2.4940e+00 +3.0767e+00 +9.8169e-01 +1.2769e+00 -2.1397e+00 +1.0211e+00 -1.5836e+00 +4.1419e+00 +3.3434e+00 +6.7799e-02 +4.9060e+00 +1.9818e+00 +1.5357e+00 +1.8936e+00 +2.8673e+00
3899 +3.087394886e+01 +3.087394886e+01 +6.622394886e+01 +6.622394886e+01 +1.3509e+00 +1.4099e+00 +5.0160e+00 +1.8764e+00 -3.6121e+00 -1.2589e+00 +2.1172e+00 +2.2504e-01 +1.5086e+00 -2.2960e+00 +9.8494e-01 -2.0861e+00 +3.1197e+00 +3.4030e+00 -6.2903e-01 +4.7250e+00 +3.7629e+00 +1.6228e+00 +1.7822e+00 +1.7065e+00
3940 +2.962292441e+01 +2.962292441e+01 +6.497292441e+01 +6.497292441e+01 +1.3320e+00 +1.3301e+00 +4.3314e+00 +1.2702e+00 -3.2005e+00 -2.6678e+00 +1.9047e+00 +4.8595e-01 +2.7383e+00 -2.4493e+00 +8.7160e-01 -1.9111e+00 +2.8008e+00 +2.9242e+00 -6.4367e-01 +3.4288e+00 +2.8968e+00 +2.2962e+00 +3.3680e+00 +2.7213e+00
3951 +1.933781543e+01 +1.933781543e+01 +5.468781543e+01 +5.468781543e+01 +1.7230e+00 +8.6330e-01 +4.4702e+00 +1.3780e+00 -3.8144e+00 -2.1692e+00 +2.0298e+00 +6.6260e-01 +2.5259e+00 -2.1743e+00 +2.7347e-01 -1.8323e+00 +2.2005e+00 +3.3241e+00 -3.8819e-01 +3.1023e+00 +2.9075e+00 +1.7179e+00 +3.5968e+00 +2.4977e+00
6727 +1.566464925e+01 +1.566464925e+01 +5.101464925e+01 +5.101464925e+01 +2.5694e+00 +1.7566e+00 +2.5887e+00 -8.2510e-01 -1.2915e+00 -1.6049e+00 +4.0525e+00 +5.1148e-01 -1.4055e-01 -1.7765e+00 -2.8613e-01 -2.8499e+00 +3.6084e+00 +3.1723e+00 -1.1692e+00 +4.1945e+00 +3.2371e+00 +1.6346e+00 +2.9380e+00 +3.7211e+00
7486 +1.457347160e+01 +1.457347160e+01 +4.992347160e+01 +4.992347160e+01 +2.5245e+00 +1.0256e+00 +3.5595e+00 +1.8155e-01 -2.3655e+00 -2.1873e+00 +3.0748e+00 +1.0291e+00 +5.5993e-01 -2.4120e+00 +1.4469e+00 -2.2877e+00 +2.7151e+00 +4.2632e+00 -2.0628e-02 +3.2878e+00 +2.8776e+00 +1.7097e+00 +2.8238e+00 +3.0651e+00
8202 +1.294829759e+01 +1.294829759e+01 +4.829829759e+01 +4.829829759e+01 +2.0461e+00 +7.3436e-01 +3.6173e+00 -3.0018e-01 -2.0451e+00 -1.4260e+00 +3.9710e+00 +1.2582e+00 +7.5437e-01 -2.7006e+00 +1.6913e+00 -2.8422e+00 +3.4315e+00 +3.4530e+00 -1.5948e-01 +3.8336e+00 +3.2561e+00 +1.2651e+00 +2.2846e+00 +3.4111e+00
8289 +1.192012647e+01 +1.192012647e+01 +4.727012647e+01 +4.727012647e+01 +2.2643e+00 +1.4762e+00 +3.0705e+00 -4.1147e-01 -1.7815e+00 -1.3292e+00 +2.5861e+00 +9.2875e-01 -1.2602e-01 -3.0015e+00 +4.9298e-01 -2.3893e+00 +2.6542e+00 +3.7496e+00 +3.0012e-01 +4.4963e+00 +3.9424e+00 +6.2297e-01 +3.7988e+00 +3.2889e+00
8424 +1.032378360e+01 +1.032378360e+01 +4.567378360e+01 +4.567378360e+01 +1.7934e+00 +7.9084e-01 +3.5244e+00 -5.2618e-01 -1.6819e+00 -9.3249e-01 +3.2756e+00 +1.4053e+00 +3.1208e-01 -3.0161e+00 +1.3525e+00 -2.3237e+00 +2.3905e+00 +3.8963e+00 +4.3257e-02 +3.3507e+00 +3.5740e+00 +1.1114e+00 +3.4797e+00 +4.1112e+00
9488 +9.696320724e+00 +9.696320724e+00 +4.504632072e+01 +4.504632072e+01 +1.8790e+00 +1.0276e+00 +3.4708e+00 -3.1440e-01 -1.9852e+00 -1.1107e+00 +4.4985e+00 +1.8913e+00 +1.2437e+00 -2.7067e+00 +7.4459e-01 -2.7265e+00 +3.2887e+00 +2.9926e+00 -7.8371e-01 +3.4188e+00 +2.5090e+00 +1.7591e+00 +2.9963e+00 +3.9299e+00
9492 +8.977544806e+00 +8.977544806e+00 +4.432754481e+01 +4.432754481e+01 +1.7652e+00 +1.1676e+00 +3.7084e+00 -1.3700e-01 -1.8488e+00 -1.1310e+00 +4.3604e+00 +1.6396e+00 +8.7563e-01 -2.6178e+00 +7.4320e-01 -2.6525e+00 +3.3619e+00 +3.1971e+00 -7.7941e-01 +3.6322e+00 +2.5973e+00 +1.5712e+00 +2.9071e+00 +4.0413e+00
9628 +8.338636543e+00 +8.338636543e+00 +4.368863654e+01 +4.368863654e+01 +2.2603e+00 +8.5014e-01 +3.8478e+00 +1.7294e-01 -2.3110e+00 -8.8776e-01 +3.4209e+00 +1.6512e+00 +2.3412e-01 -2.0788e+00 +6.9753e-01 -2.5284e+00 +3.2358e+00 +3.6148e+00 -2.6050e-01 +3.1163e+00 +2.9639e+00 +1.4829e+00 +3.1175e+00 +3.5602e+00
9881 +8.056476590e+00 +8.056476590e+00 +4.340647659e+01 +4.340647659e+01 +1.9705e+00 +1.1538e+00 +3.7532e+00 -4.4559e-01 -1.4147e+00 -1.3676e+00 +3.4509e+00 +1.6233e+00 -1.1168e-01 -2.6928e+00 +1.0914e+00 -2.3520e+00 +3.3849e+00 +3.5928e+00 -2.9772e-01 +4.5686e+00 +3.3966e+00 +1.1225e+00 +2.8347e+00 +2.9997e+00
10742 +7.362383000e+00 +7.362383000e+00 +4.271238300e+01 +4.271238300e+01 +1.6047e+00 +5.9980e-01 +3.5878e+00 +3.7452e-01 -2.3379e+00 -1.9121e+00 +3.5561e+00 +1.0925e+00 +1.0841e+00 -2.7007e+00 +1.5088e+00 -2.1886e+00 +2.7320e+00 +4.0567e+00 -4.7936e-01 +3.3778e+00 +3.3342e+00 +1.2848e+00 +2.4422e+00 +3.2575e+00
11212 +6.788239905e+00 +6.788239905e+00 +4.213823990e+01 +4.213823990e+01 +2.3695e+00 +9.6106e-01 +3.7006e+00 +2.6519e-01 -2.0875e+00 -1.5511e+00 +3.4781e+00 +1.5891e+00 +8.1725e-01 -2.6033e+00 +6.7520e-01 -2.3972e+00 +2.5123e+00 +3.6846e+00 -7.9967e-02 +3.5906e+00 +2.9342e+00 +1.2870e+00 +3.1187e+00 +3.7133e+00
11818 +5.976179451e+00 +5.976179451e+00 +4.132617945e+01 +4.132617945e+01 +1.8664e+00 +4.1798e-01 +3.4305e+00 +1.3899e-01 -2.4930e+00 -1.6697e+00 +3.5443e+00 +1.2199e+00 +1.0215e+00 -2.5988e+00 +1.0939e+00 -2.5438e+00 +2.9034e+00 +3.8920e+00 -3.4112e-01 +3.1841e+00 +3.1221e+00 +1.4505e+00 +2.6509e+00 +3.2601e+00
11995 +4.964234955e+00 +4.964234955e+00 +4.031423496e+01 +4.031423496e+01 +1.6224e+00 +5.8156e-02 +3.2912e+00 +3.6952e-01 -2.4782e+00 -1.4086e+00 +3.4731e+00 +1.0629e+00 +1.2989e+00 -2.6383e+00 +1.3885e+00 -2.3328e+00 +2.3465e+00 +4.0036e+00 -2.7294e-01 +3.0605e+00 +3.6419e+00 +1.1851e+00 +2.8150e+00 +3.3210e+00
14863 +4.694122517e+00 +4.694122517e+00 +4.004412252e+01 +4.004412252e+01 +2.0585e+00 +8.5968e-01 +3.6833e+00 +1.3453e+00 -2.5632e+00 -1.4190e+00 +2.8625e+00 +1.2161e+00 +1.1307e+00 -2.1781e+00 +1.1315e+00 -2.1467e+00 +2.3365e+00 +3.7917e+00 -7.3171e-01 +3.2765e+00 +3.3883e+00 +1.1685e+00 +2.8216e+00 +2.9187e+00
14864 +4.244265215e+00 +4.244265215e+00 +3.959426522e+01 +3.959426522e+01 +1.8163e+00 +9.0978e-01 +3.6524e+00 +1.2328e+00 -2.5983e+00 -1.4529e+00 +2.9560e+00 +1.1553e+00 +1.0132e+00 -2.0397e+00 +9.7424e-01 -2.0819e+00 +2.2845e+00 +3.7647e+00 -8.9738e-01 +3.3682e+00 +3.3893e+00 +1.4082e+00 +2.7877e+00 +3.1195e+00
15089 +3.907976261e+00 +3.907976261e+00 +3.925797626e+01 +3.925797626e+01 +1.9716e+00 +9.4978e-01 +3.7210e+00 +1.0270e+00 -2.3004e+00 -1.6699e+00 +2.5931e+00 +1.1071e+00 +1.2286e+00 -2.0554e+00 +1.2296e+00 -2.1933e+00 +2.3791e+00 +3.8278e+00 -6.5738e-01 +3.1783e+00 +3.2204e+00 +1.3273e+00 +2.6806e+00 +3.0825e+00
16026 +3.837110850e+00 +3.837110850e+00 +3.918711085e+01 +3.918711085e+01 +1.8959e+00 +9.9385e-01 +3.5829e+00 +1.2236e+00 -2.6784e+00 -1.6450e+00 +2.9308e+00 +8.0435e-01 +1.2027e+00 -1.8755e+00 +1.5097e+00 -2.1124e+00 +2.8506e+00 +3.7704e+00 -8.4117e-01 +3.1373e+00 +3.0514e+00 +1.2148e+00 +2.3741e+00 +2.8703e+00
16299 +3.675130926e+00 +3.675130926e+00 +3.902513093e+01 +3.902513093e+01 +1.6188e+00 +8.6383e-01 +3.8692e+00 +1.7398e+00 -2.8385e+00 -1.6547e+00 +2.7506e+00 +5.6973e-01 +1.5246e+00 -2.2017e+00 +1.2639e+00 -2.2069e+00 +2.8461e+00 +3.9164e+00 -8.8026e-01 +2.9963e+00 +3.0250e+00 +1.3554e+00 +2.2707e+00 +2.4930e+00
16309 +3.506745872e+00 +3.506745872e+00 +3.885674587e+01 +3.885674587e+01 +1.6972e+00 +9.6597e-01 +3.8452e+00 +1.6161e+00 -2.7821e+00 -1.6485e+00 +2.7226e+00 +5.4044e-01 +1.4946e+00 -2.0581e+00 +1.3521e+00 -2.2643e+00 +2.8026e+00 +3.8264e+00 -7.8302e-01 +2.9751e+00 +2.9999e+00 +1.3806e+00 +2.2314e+00 +2.5830e+00
16444 +3.374528846e+00 +3.374528846e+00 +3.872452885e+01 +3.872452885e+01 +1.6077e+00 +1.2319e+00 +3.8940e+00 +1.6057e+00 -2.5520e+00 -1.6963e+00 +2.6672e+00 +8.2535e-01 +1.4047e+00 -2.0795e+00 +9.2238e-01 -2.0755e+00 +2.6659e+00 +3.8620e+00 -8.0460e-01 +3.0818e+00 +2.8313e+00 +1.2615e+00 +2.5155e+00 +2.6043e+00
17461 +3.032994036e+00 +3.032994036e+00 +3.838299404e+01 +3.838299404e+01 +1.4973e+00 +9.1991e-01 +3.9459e+00 +1.2835e+00 -2.1005e+00 -1.7183e+00 +2.7621e+00 +9.9978e-01 +1.2904e+00 -2.0029e+00 +8.4827e-01 -1.9243e+00 +2.8739e+00 +4.0129e+00 -8.4014e-01 +2.9836e+00 +2.7547e+00 +1.4709e+00 +2.6970e+00 +2.4471e+00
17471 +2.199707860e+00 +2.199707860e+00 +3.754970786e+01 +3.754970786e+01 +1.4917e+00 +8.9798e-01 +3.9054e+00 +1.3052e+00 -2.2158e+00 -1.7487e+00 +2.6497e+00 +9.5529e-01 +1.2853e+00 -2.0365e+00 +9.0245e-01 -1.8929e+00 +2.8418e+00 +3.9670e+00 -8.1239e-01 +3.0011e+00 +2.7585e+00 +1.4430e+00 +2.7466e+00 +2.4552e+00
18994 +1.873790088e+00 +1.873790088e+00 +3.722379009e+01 +3.722379009e+01 +1.9235e+00 +1.2868e+00 +4.0529e+00 +1.1443e+00 -2.2406e+00 -1.7266e+00 +2.4133e+00 +1.0315e+00 +1.1357e+00 -2.1120e+00 +2.6627e-01 -2.1079e+00 +2.6719e+00 +3.7423e+00 -3.8859e-01 +3.2204e+00 +2.8926e+00 +1.6079e+00 +3.0417e+00 +2.4842e+00
20091 +1.829486848e+00 +1.829486848e+00 +3.717948685e+01 +3.717948685e+01 +1.5958e+00 +1.3701e+00 +4.1506e+00 +1.2864e+00 -2.1546e+00 -1.7072e+00 +2.4548e+00 +9.8138e-01 +1.1991e+00 -2.0468e+00 +2.5168e-01 -1.9784e+00 +2.5823e+00 +3.7449e+00 -4.4105e-01 +3.2456e+00 +2.7919e+00 +1.5917e+00 +3.3907e+00 +2.3146e+00
20101 +1.658957243e+00 +1.658957243e+00 +3.700895724e+01 +3.700895724e+01 +1.5605e+00 +1.3997e+00 +4.0892e+00 +1.2820e+00 -2.1855e+00 -1.7225e+00 +2.3315e+00 +9.2363e-01 +1.1076e+00 -2.0387e+00 +2.2631e-01 -1.9605e+00 +2.6206e+00 +3.7581e+00 -4.3468e-01 +3.2785e+00 +2.8120e+00 +1.4711e+00 +3.4105e+00 +2.3278e+00
20277 +1.309616351e+00 +1.309616351e+00 +3.665961635e+01 +3.665961635e+01 +1.8464e+00 +1.3393e+00 +4.0755e+00 +1.1159e+00 -2.1386e+00 -1.6787e+00 +2.3914e+00 +1.1212e+00 +1.1440e+00 -2.1177e+00 +1.2633e-01 -1.9421e+00 +2.5978e+00 +3.8619e+00 -4.2424e-01 +3.3009e+00 +2.9946e+00 +1.5312e+00 +3.3245e+00 +2.4176e+00
20316 +1.046658233e+00 +1.046658233e+00 +3.639665823e+01 +3.639665823e+01 +1.8728e+00 +1.1819e+00 +4.0479e+00 +1.1404e+00 -2.1172e+00 -1.5857e+00 +2.5477e+00 +1.1409e+00 +1.2275e+00 -2.0558e+00 +2.3219e-01 -1.9519e+00 +2.5817e+00 +3.7806e+00 -4.3291e-01 +3.3648e+00 +2.9024e+00 +1.4995e+00 +3.3390e+00 +2.4290e+00
20344 +9.930110098e-01 +9.930110098e-01 +3.634301101e+01 +3.634301101e+01 +1.7317e+00 +1.2084e+00 +4.0325e+00 +1.1551e+00 -2.0241e+00 -1.5634e+00 +2.4670e+00 +1.0969e+00 +1.2058e+00 -1.9447e+00 +3.1174e-01 -2.0711e+00 +2.6569e+00 +3.7879e+00 -4.7636e-01 +3.4270e+00 +2.8119e+00 +1.4534e+00 +3.4687e+00 +2.2876e+00
20370 +9.570987280e-01 +9.570987280e-01 +3.630709873e+01 +3.630709873e+01 +1.7288e+00 +1.2141e+00 +4.0284e+00 +1.1616e+00 -1.9574e+00 -1.6135e+00 +2.4965e+00 +1.0781e+00 +1.2991e+00 -2.0019e+00 +3.0971e-01 -2.0136e+00 +2.6414e+00 +3.8130e+00 -4.8162e-01 +3.4716e+00 +2.8404e+00 +1.4447e+00 +3.4847e+00 +2.3582e+00
